Manufacturer,Model,Titel,Date,Model/Type,Price,Currency,Website,Date_scraped,Type,Subtype,Group,Config,Storage,Storage Size (L),Rated Power low T [kW],Rated Power medium T [kW],Refrigerant,Mass of Refrigerant [kg],SPL indoor low Power [dBA],SPL outdoor low Power [dBA],SPL indoor high Power [dBA],SPL outdoor high Power [dBA],Bivalence temperature [°C],Tolerance temperature [°C],Max. water heating temperature [°C],Power heating rod low T [kW],Power heating rod medium T [kW],Poff [W],PTOS [W],PSB [W],PCKS [W],eta low T [%],eta medium T [%],SCOP,SEER low T,SEER medium T,P_th_h_ref [W],P_th_c_ref [W],P_el_h_ref [W],P_el_c_ref [W],COP_ref,EER_c_ref,Cluster
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Power Inverter 8-200E Packaged R290,PUZ-WZ80VAA(-BS) + ERPX-*M*E,31.08.2023,Mitsubishi Electric Wärmepumpen-Set 13.3 Monoblock PUZ-WZ80VAA + ERPX-YM9E Hydromodul | R290 | 400V,8590.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,monoblock,hydraulic module,0.0,8.0,8.0,R290,"1,000 kg",40.0,58.0,40.0,58.0,-7.0,-25.0,75.0,0.9,0.85,15.0,15.0,15.0,0.0,176.0,140.0,4.49,3.96,4.92,7080.0,4000.0,3233.0,1481.0,2.19,2.7,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 200D AA,PUZ-SHWM120YAA + EHSD-*M*D,26.04.2023,Mitsubishi Electric EHSD-VM2D + PUZ-SHWM120YAA (verwarmen),8285.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,12.1,12.1,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,178.0,136.0,4.53,4.1,5.62,10700.0,11000.0,5023.0,3860.0,2.13,2.85,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 200D AA,PUZ-SHWM120YAA + EHST20D-*M*D,26.04.2023,Mitsubishi Electric EHST20D-VM2D + PUZ-SHWM120YAA (verwarmen),9895.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,12.1,12.1,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,178.0,136.0,4.53,4.1,5.62,10700.0,11000.0,5023.0,3860.0,2.13,2.85,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 200D AA,PUZ-SHWM120YAA + ERSD-*M*D,26.04.2023,Mitsubishi Electric PUZ-SHWM120YAA + ERSD-VM2D,8285.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,12.1,12.1,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,181.0,137.0,4.6,4.1,5.62,10700.0,11000.0,5023.0,3860.0,2.13,2.85,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 200D AA,PUZ-SHWM120YAA + ERST20D-*M*D,26.04.2023,Mitsubishi Electric ERST20D-VM2D + PUZ-SHWM120YAA (koelen & verwarmen),9895.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,12.1,12.1,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,181.0,137.0,4.6,4.1,5.62,10700.0,11000.0,5023.0,3860.0,2.13,2.85,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 12 + 300D AA,PUZ-SHWM120YAA + ERST30D-*M*D,26.04.2023,Mitsubishi Electric ERST30D-VM2D + PUZ-SHWM120YAA (koelen & verwarmen),10320.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,12.1,12.1,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,181.0,137.0,4.6,4.1,5.62,10700.0,11000.0,5023.0,3860.0,2.13,2.85,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 170D AA,PUZ-SHWM60VAA + EHST17D-*M*D,26.04.2023,Mitsubishi Electric EHST17D-VM2D + PUZ-SHWM60VAA (verwarmen),8450.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,6.0,6.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,184.0,129.0,4.67,3.88,5.91,5310.0,5100.0,2329.0,1500.0,2.28,3.4,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 170D AA,PUZ-SHWM60VAA + ERST17D-*M*D,26.04.2023,Mitsubishi Electric ERST17D-VM2D + PUZ-SHWM60VAA (koelen & verwarmen),8450.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,6.0,6.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,188.0,131.0,4.77,3.88,5.91,5310.0,5100.0,2329.0,1500.0,2.28,3.4,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 170D AA,PUZ-SHWM80VAA + EHST17D-*M*D,26.04.2023,Mitsubishi Electric EHST17D-VM2D + PUZ-SHWM80VAA (verwarmen),8750.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,184.0,132.0,4.68,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 170D AA,PUZ-SHWM80VAA + ERST17D-*M*D,26.04.2023,Mitsubishi Electric ERST17D-VM2D + PUZ-SHWM80VAA (koelen & verwarmen),8750.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,187.0,133.0,4.76,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 170D AA,PUZ-SHWM80YAA + EHST17D-*M*D,26.04.2023,Mitsubishi Electric EHST17D-VM2D + PUZ-SHWM80YAA (verwarmen),9000.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,182.0,131.0,4.63,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 170D AA,PUZ-SHWM80YAA + ERST17D-*M*D,26.04.2023,Mitsubishi Electric ERST17D-VM2D + PUZ-SHWM80YAA (koelen & verwarmen),9000.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,187.0,133.0,4.74,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM100YAA + EHSD-*M*D,26.04.2023,Mitsubishi Electric EHSD-VM2D + PUZ-SHWM100YAA (verwarmen),7915.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,10.0,10.0,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,181.0,135.0,4.61,3.93,5.64,8850.0,9000.0,4041.0,3051.0,2.19,2.95,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM100YAA + EHST20D-*M*D,26.04.2023,Mitsubishi Electric EHST20D-VM2D + PUZ-SHWM100YAA (verwarmen),9525.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,10.0,10.0,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,181.0,135.0,4.61,3.93,5.64,8850.0,9000.0,4041.0,3051.0,2.19,2.95,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM100YAA + ERSD-*M*D,26.04.2023,Mitsubishi Electric PUZ-SHWM100YAA + ERSD-VM2D,7915.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,10.0,10.0,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,185.0,137.0,4.7,3.93,5.64,8850.0,9000.0,4041.0,3051.0,2.19,2.95,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM100YAA + ERST20D-*M*D,26.04.2023,Mitsubishi Electric ERST20D-VM2D + PUZ-SHWM100YAA (koelen & verwarmen),9525.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,10.0,10.0,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,185.0,137.0,4.7,3.93,5.64,8850.0,9000.0,4041.0,3051.0,2.19,2.95,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM60VAA + EHSD-*M*D,26.04.2023,Mitsubishi Electric EHSD-VM2D + PUZ-SHWM60VAA (verwarmen),6915.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.0,6.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,184.0,129.0,4.67,3.88,5.91,5310.0,5100.0,2329.0,1500.0,2.28,3.4,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM60VAA + ERSD-*M*D,26.04.2023,Mitsubishi Electric PUZ-SHWM60VAA + ERSD-VM2D,6915.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.0,6.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,188.0,131.0,4.77,3.88,5.91,5310.0,5100.0,2329.0,1500.0,2.28,3.4,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM60VAA + ERST20D-*M*D,26.04.2023,Mitsubishi Electric ERST20D-VM2D + PUZ-SHWM60VAA (koelen & verwarmen),8525.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,6.0,6.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,188.0,131.0,4.77,3.88,5.91,5310.0,5100.0,2329.0,1500.0,2.28,3.4,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80VAA + EHSD-*M*D,26.04.2023,Mitsubishi Electric EHSD-VM2D + PUZ-SHWM80VAA (verwarmen),7215.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,184.0,132.0,4.68,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80VAA + EHST20D-*M*D,26.04.2023,Mitsubishi Electric EHST20D-VM2D + PUZ-SHWM80VAA (verwarmen),8825.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,184.0,132.0,4.68,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80VAA + ERSD-*M*D,26.04.2023,Mitsubishi Electric PUZ-SHWM80VAA + ERSD-VM2D,7215.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,187.0,133.0,4.76,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80VAA + ERST20D-*M*D,26.04.2023,Mitsubishi Electric ERST20D-VM2D + PUZ-SHWM80VAA (koelen & verwarmen),8825.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,187.0,133.0,4.76,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80YAA + EHSD-*M*D,26.04.2023,Mitsubishi Electric EHSD-VM2D + PUZ-SHWM80YAA (verwarmen),7465.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,182.0,131.0,4.63,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80YAA + EHST20D-*M*D,26.04.2023,Mitsubishi Electric EHST20D-VM2D + PUZ-SHWM80YAA (verwarmen),9075.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,182.0,131.0,4.63,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80YAA + ERSD-*M*D,26.04.2023,Mitsubishi Electric PUZ-SHWM80YAA + ERSD-VM2D,7465.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,187.0,133.0,4.74,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 200D AA,PUZ-SHWM80YAA + ERST20D-*M*D,26.04.2023,Mitsubishi Electric ERST20D-VM2D + PUZ-SHWM80YAA (koelen & verwarmen),9075.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,187.0,133.0,4.74,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 300D AA,PUZ-SHWM100YAA + ERST30D-*M*D,26.04.2023,Mitsubishi Electric ERST30D-VM2D + PUZ-SHWM100YAA (koelen & verwarmen),9950.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,10.0,10.0,R32,"1,800 kg",41.0,58.0,41.0,58.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,185.0,137.0,4.7,3.93,5.64,8850.0,9000.0,4041.0,3051.0,2.19,2.95,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 300D AA,PUZ-SHWM60VAA + ERST30D-*M*D,26.04.2023,Mitsubishi Electric ERST30D-VM2D + PUZ-SHWM60VAA (koelen & verwarmen),8950.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,6.0,6.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,188.0,131.0,4.77,3.88,5.91,5310.0,5100.0,2329.0,1500.0,2.28,3.4,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 300D AA,PUZ-SHWM80VAA + ERST30D-*M*D,26.04.2023,Mitsubishi Electric ERST30D-VM2D + PUZ-SHWM80VAA (koelen & verwarmen),9250.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,187.0,133.0,4.76,4.12,5.74,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan (TR) 6/8/10 + 300D AA,PUZ-SHWM80YAA + ERST30D-*M*D,26.04.2023,Mitsubishi Electric ERST30D-VM2D + PUZ-SHWM80YAA (koelen & verwarmen),9500.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,8.0,8.0,R32,"1,800 kg",41.0,54.0,41.0,54.0,-10.0,-10.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,187.0,133.0,4.74,4.06,5.62,7080.0,7100.0,3065.0,2219.0,2.31,3.2,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-200D AA,PUD-SHWM100VAA(-BS) + E*SD-*M*D,06.10.2020,"Mitsubishi Electric Set PUD-SHWM100VAA + EHSD-YM9D Wärmepumpe/Hydromodul+Speicher 10,0 kW 300 L WiFi",12199.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,10.0,10.0,R32,"1,700 kg",41.0,59.0,41.0,59.0,-10.0,-28.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,180.0,136.0,4.56,,,8900.0,,4083.0,,2.18,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-200D AA,PUD-SHWM100YAA(-BS) + E*SD-*M*D,06.10.2020,"Mitsubishi Electric Set 1.13 PUD-SHWM100YAA + EHSD-YM9D Wärmepumpe + Hydromodul 10,0 kW WiFi 400 V",6902.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,10.0,10.0,R32,"1,700 kg",41.0,59.0,41.0,59.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,178.0,135.0,4.52,,,8900.0,,4083.0,,2.18,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-200D AA,PUD-SHWM100YAA(-BS) + E*ST20D-*M*D,06.10.2020,"Mitsubishi Electric Set 5.13 PUD-SHWM100YAA + EHST20D-YM9D Wärmepumpe + Speichermodul 10,0 kW 200 L",8568.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,10.0,10.0,R32,"1,700 kg",41.0,59.0,41.0,59.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,178.0,135.0,4.52,,,8900.0,,4083.0,,2.18,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-200D AA,PUD-SHWM120VAA(-BS) + E*SD-*M*D,06.10.2020,"Mitsubishi Electric Set PUD-SHWM120VAA + EHSD-YM9D Wärmepumpe/Hydromodul+Speicher 12,0 kW 200 L WiFi",12499.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,12.0,12.0,R32,"1,700 kg",41.0,60.0,41.0,60.0,-10.0,-28.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,179.0,135.0,4.55,,,10600.0,,4953.0,,2.14,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-200D AA,PUD-SHWM120YAA(-BS) + E*SD-*M*D,06.10.2020,"Mitsubishi Electric Set PUD-SHWM120YAA + EHSD-YM9D Wärmepumpe/Hydromodul+Speicher 12,0 kW 300 L 400V",11899.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,12.0,12.0,R32,"1,700 kg",41.0,60.0,41.0,60.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,177.0,134.0,4.51,,,10600.0,,4953.0,,2.14,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-200D AA,PUD-SHWM120YAA(-BS) + E*ST20D-*M*D,06.10.2020,"Mitsubishi Electric Set 5.14 PUD-SHWM120YAA + EHST20D-YM9D Wärmepumpe + Speichermodul 12,0 kW 200 L",9282.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,12.0,12.0,R32,"1,700 kg",41.0,60.0,41.0,60.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,177.0,134.0,4.51,,,10600.0,,4953.0,,2.14,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-300D AA,PUD-SHWM100YAA(-BS) + E*ST30D-*M*D,06.10.2020,Mitsubishi Electric PUD-SHWM100YAA + EHST30D-VM2D,9310.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,10.0,10.0,R32,"1,700 kg",41.0,59.0,41.0,59.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,178.0,135.0,4.52,,,8900.0,,4083.0,,2.18,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 10/12-300D AA,PUD-SHWM120YAA(-BS) + E*ST30D-*M*D,06.10.2020,"Mitsubishi Electric Set 5.24 PUD-SHWM120YAA + EHST30D-YM9D Wärmepumpe + Speichermodul 12,0 kW 300 L",9996.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,300.0,12.0,12.0,R32,"1,700 kg",41.0,60.0,41.0,60.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,177.0,134.0,4.51,,,10600.0,,4953.0,,2.14,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 6/8-170D AA,PUD-SHWM60VAA(-BS) + E*ST17D-*M*D,30.11.2020,Mitsubishi Electric EHST17D-VM2D + PUD-SHWM60VAA (verwarmen),8450.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,6.0,6.0,R32,"1,400 kg",41.0,55.0,41.0,55.0,-10.0,-28.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,178.0,134.0,4.52,,,5300.0,,2477.0,,2.14,,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 6/8-170D AA,PUD-SHWM80VAA(-BS) + E*ST17D-*M*D,30.11.2020,Mitsubishi Electric EHST17D-VM2D + PUD-SHWM80VAA (verwarmen),7910.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,8.0,8.0,R32,"1,400 kg",41.0,56.0,41.0,56.0,-10.0,-28.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,181.0,135.0,4.6,,,7100.0,,3318.0,,2.14,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 6/8-170D AA,PUD-SHWM80YAA(-BS) + E*ST17D-*M*D,30.11.2020,Mitsubishi Electric EHST17D-VM2D + PUD-SHWM80YAA (verwarmen),8285.0,EUR,climashop,2025-02-26,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,170.0,8.0,8.0,R32,"1,400 kg",41.0,56.0,41.0,56.0,-10.0,-28.0,60.0,0.0,0.0,22.0,22.0,22.0,0.0,179.0,134.0,4.55,,,7100.0,,3318.0,,2.14,,2
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 6/8-200D AA,PUD-SHWM60VAA(-BS) + E*SD-*M*D,06.10.2020,"Mitsubishi Electric Set 1.11 PUD-SHWM60VAA + EHSD-YM9D Wärmepumpe + Hydromodul 6,0 kW WiFi 400 V",6188.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,hydraulic module,0.0,6.0,6.0,R32,"1,400 kg",41.0,55.0,41.0,55.0,-10.0,-28.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,178.0,134.0,4.52,,,5300.0,,2477.0,,2.14,,4
 Mitsubishi Electric Air Conditioning Systems Europe LTD,Ecodan Zubadan 6/8-200D AA,PUD-SHWM60VAA(-BS) + E*ST20D-*M*D,06.10.2020,"Mitsubishi Electric Set 5.11 PUD-SHWM60VAA + EHST20D-YM9D Wärmepumpe + Speichermodul 6,0 kW 200 L",7735.0,EUR,breeze24,2025-03-03,Outdoor Air/Water,Regulated,1.0,split,warm-water tank,200.0,6.0,6.0,R32,"1,400 kg",41.0,55.0,41.0,55.0,-10.0,-28.0,60.0,0.0,0.0,15.0,15.0,15.0,0.0,178.0,134.0,4.52,,,5300.0,,2477.0,,2.14,,4
